PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;LPG_boiler_Cap;Biomass_boiler_Cap;NumberOfPetrolCars;NumberOfDieselCars;NumberOfElectricCars;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualOilBoilerheat;AnnualLPGBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;LPGConsuption;DieselCost;PetrolCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;ElecCarInvestmentCost;InvestmentCost;CO2-Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;LPGBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;reducedPetrolDemand;reducedDieselDemand;
KWe;KWe;KWe;KWth;KWth;KWth; ; ; ;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Mt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;
41617;2364;1646;14;872;14564;1368;1037;2451.0;50.89;1.66;5.12;4.08;0.03;1.81;30.22;7.36;16.4;8.89;49.35;13.44;49.50;2.01;1126.0;1028.0;2673.0;-644.0;4715.0;1547.0;3457.0;4120.13;9478.772429270557;-19.242;25837.406834973535;1.6461277557942342;0.27258888925168906;0.03557613203230908;2.011569414395414;40.29997414364182;7.36;16.4;5.67;7.73;
19955;6201;1136;49;519;11576;159;120;4577.0;24.40;4.34;3.54;7.61;0.1;1.08;24.02;19.3;11.31;9.66;24.37;1.68;56.16;1.20;148.0;120.0;3033.0;-378.0;3260.0;1441.0;3663.0;7693.93;8051.368371880272;-7.744;28814.228704357847;0.9115992499330298;0.18309460385284157;0.12777741823864178;1.1977626071641494;32.03100992305463;19.3;11.31;.66;.89;
32934;7160;1354;303;230;9127;332;252;4272.0;40.27;5.01;4.21;7.11;0.63;0.48;18.94;22.29;13.49;8.98;40.07;4.04;53.11;0.53;386.0;250.0;2868.0;-619.0;3063.0;1765.0;3680.0;7181.23;10840.203284379622;-16.637;30920.834121247484;1.3079999999999998;0.18829319116483745;0.7849911558575957;0.5295167857671539;25.2545508484296;22.29;13.49;1.38;1.88;
40208;6036;1180;133;732;11314;2281;1730;845.0;49.17;4.23;3.67;1.41;0.28;1.52;23.48;18.79;11.76;4.23;49.67;22.68;54.79;1.69;1919.0;1713.0;2959.0;-1002.0;6044.0;1831.0;3018.0;1420.44;11332.263150439947;-19.729;24514.325195653746;1.7242482405630202;0.25213574761335383;0.3442202715565632;1.6870369489855983;31.306430212012316;18.79;11.76;9.45;12.89;
10039;3628;1133;44;566;15407;2577;1954;325.0;12.28;2.54;3.53;0.54;0.09;1.17;31.97;11.29;11.29;5.24;13.11;25.36;56.75;1.30;2128.0;1936.0;3064.0;-314.0;7178.0;1041.0;2911.0;546.32;4907.378377705648;2.414;16917.786856634033;0.6066115702479339;0.2708805005786592;0.11520388283193639;1.3048613665427942;42.630729546577825;11.29;11.29;10.68;14.56;
9765;2483;1921;67;146;13738;2754;2088;14.0;11.94;1.74;5.98;0.02;0.14;0.3;28.51;7.73;19.14;7.23;12.02;27.14;47.68;0.34;2281.0;2069.0;2575.0;-125.0;6931.0;904.0;3117.0;23.53;4300.314209773249;4.446;15290.239498096316;0.5981976382846489;0.308959814434956;0.17298715312546348;0.33670939110301334;38.01475253673148;7.73;19.14;11.41;15.56;
17067;8315;1349;341;525;7085;1380;1046;2430.0;20.87;5.82;4.20;4.04;0.71;1.09;14.7;25.88;13.44;5.79;21.36;14.39;51.96;1.21;1258.0;1037.0;2806.0;-551.0;4890.0;1538.0;3354.0;4084.83;8894.931448613006;-4.895;25259.677921831382;0.7887855897733875;0.20444278848241404;0.8833570074705965;1.2100028827399494;19.605599576057426;25.88;13.44;5.72;7.79;
19955;9197;1381;48;521;5905;1567;1188;2101.0;24.40;6.44;4.30;3.50;0.1;1.08;12.25;28.63;13.76;4.98;25.15;15.46;52.12;1.20;1301.0;1177.0;2815.0;-687.0;4944.0;1664.0;3306.0;3531.78;9914.22187490265;-7.249;25519.72407252891;0.8866980576809889;0.19899045101178112;0.12348191609295103;1.2014539378956455;16.338157049964618;28.63;13.76;6.49;8.85;
5240;10735;1041;317;31;5447;1262;957;2637.0;6.41;7.52;3.24;4.39;0.66;0.07;11.3;33.42;10.37;4.77;8.18;13.18;56.84;0.07;1153.0;948.0;3070.0;-117.0;5123.0;1508.0;3290.0;4432.79;8311.731935066928;1.518;25376.230885633537;0.3830227743271221;0.15775440986821485;0.8234582237166249;0.07241307325233655;15.071438883846525;33.42;10.37;5.23;7.13;
5015;44;1630;597;132;18278;2669;2023;164.0;6.13;0.03;5.07;0.27;1.24;0.27;37.93;0.14;16.24;8.55;6.48;27.68;50.75;0.31;2410.0;2005.0;2740.0;252.0;7531.0;632.0;3047.0;275.68;2181.9860622904735;8.509;13836.253725503568;0.4768401015228427;0.3377765031330953;1.547899766480111;0.3051465402042307;50.57695277747715;0.14;16.24;11.06;15.07;
39926;5900;1368;695;153;10634;2621;1987;248.0;48.82;4.13;4.26;0.41;1.44;0.32;22.07;18.37;13.63;4.02;49.43;27.47;52.38;0.35;2409.0;1969.0;2829.0;-1017.0;6325.0;1805.0;2973.0;416.89;11248.674344074276;-18.726;23023.49373722578;1.7325769854132902;0.27161654081762787;1.80349304938843;0.3522069674078594;29.424291057094177;18.37;13.63;10.86;14.81;
16588;13598;71;184;4660;1314;355;269;4232.0;20.28;9.52;0.22;7.04;0.38;9.67;2.73;42.33;0.71;4.29;23.96;3.95;56.55;10.75;359.0;267.0;3054.0;-830.0;5468.0;2011.0;3249.0;7113.99;11760.862630787562;-8.035;33953.135501018085;0.8447966507177034;0.1735061245221164;0.4776150549272625;10.746340878117573;3.636339378514736;42.33;0.71;1.47;2;
26047;8697;1323;557;813;6133;148;112;4596.0;31.85;6.09;4.12;7.65;1.16;1.69;12.73;27.07;13.18;8.80;32.10;2.88;50.81;1.88;330.0;111.0;2744.0;-560.0;3123.0;1750.0;3728.0;7725.87;10613.228867433992;-12.206;31664.559234064305;1.0777338603425564;0.18368731249025574;1.444455102026568;1.8755564771583977;16.96997668461778;27.07;13.18;.61;.83;
6159;4670;1373;44;506;12753;2738;2076;42.0;7.53;3.27;4.27;0.07;0.09;1.05;26.47;14.54;13.67;5.25;8.83;26.94;53.46;1.17;2260.0;2058.0;2887.0;-92.0;7443.0;1032.0;2939.0;70.6;4888.023018734861;5.258;16415.79888370407;0.4613368283093054;0.27316630848285517;0.11520388283193639;1.1671393230038143;35.28913900536457;14.54;13.67;11.35;15.47;
21614;9592;1043;560;810;6133;148;112;4596.0;26.43;6.72;3.25;7.65;1.16;1.68;12.73;29.86;10.39;7.86;27.24;2.89;54.29;1.87;331.0;111.0;2932.0;-569.0;3302.0;1746.0;3635.0;7725.87;10348.664899400199;-9.957;31481.995266030513;0.946601941747573;0.16472341764701595;1.453884501001699;1.8671747891805035;16.96997668461778;29.86;10.39;.61;.83;
21222;4196;1738;215;95;11950;2367;1795;694.0;25.95;2.94;5.41;1.15;0.45;0.2;24.8;13.06;17.31;6.22;25.66;23.74;49.39;0.22;2020.0;1779.0;2667.0;-573.0;5997.0;1278.0;3176.0;1166.61;7196.846200578824;-4.863;19527.856921736664;0.9737324373854613;0.275103011518558;0.558030659048882;0.21951974579149394;33.066689158429135;13.06;17.31;9.81;13.37;
9765;82;2292;67;732;14973;2759;2092;5.0;11.94;0.06;7.14;0.01;0.14;1.52;31.07;0.25;22.84;9.36;11.33;27.19;41.75;1.69;2286.0;2072.0;2254.0;51.0;7117.0;696.0;3238.0;8.4;2976.7317538791003;6.351;14041.276499708767;0.6207620762076207;0.3610717949771956;0.17298715312546348;1.6876499120359523;41.43087594453412;0.25;22.84;11.43;15.59;
5992;4794;1373;355;89;12673;2675;2028;153.0;7.33;3.36;4.27;0.25;0.74;0.18;26.3;14.92;13.67;5.31;8.59;27.12;53.72;0.21;2325.0;2011.0;2901.0;-75.0;7261.0;1039.0;2960.0;257.19;4935.859697000233;5.283;16610.328919388056;0.4527687296416938;0.2683234530448162;0.9221605966022368;0.20519484846246094;35.06816987282139;14.92;13.67;11.09;15.11;
19686;8558;1185;133;738;7503;2253;1708;895.0;24.07;5.99;3.69;1.49;0.28;1.53;15.57;26.64;11.8;3.49;25.50;22.41;54.06;1.70;1896.0;1693.0;2919.0;-802.0;6164.0;1619.0;3028.0;1504.49;9438.144899944544;-6.377;22673.654403455013;0.9244260204081634;0.22607897447483105;0.3442202715565632;1.70247619769429;20.76186799606023;26.64;11.8;9.34;12.73;
33520;5157;1318;705;360;11771;780;591;3485.0;40.99;3.61;4.10;5.80;1.46;0.75;24.43;16.05;13.13;8.56;40.38;9.46;52.64;0.83;903.0;586.0;2842.0;-627.0;3954.0;1621.0;3530.0;5858.28;9722.53827712569;-15.576;28268.226120403895;1.3564301552106433;0.2255863002399969;1.8301093015586072;0.8308072210223496;32.569787988253196;16.05;13.13;3.23;4.4;
5972;6422;1374;6;552;10111;2589;1963;304.0;7.30;4.50;4.28;0.51;0.01;1.15;20.98;19.99;13.69;4.68;8.81;25.38;52.97;1.27;2124.0;1945.0;2860.0;-131.0;7153.0;1166.0;2987.0;511.02;5913.453661060741;4.550;18042.97420750452;0.43558282208588955;0.25066501728862295;0.015166312668770835;1.2723384730956808;27.9764105030591;19.99;13.69;10.73;14.63;
14108;7914;1384;225;346;7810;2139;1622;1095.0;17.25;5.54;4.31;1.82;0.47;0.72;16.21;24.64;13.79;4.45;18.24;21.53;52.41;0.80;1838.0;1606.0;2830.0;-557.0;5959.0;1446.0;3129.0;1840.69;8168.761236799434;-2.080;21669.060573496605;0.7022593624264932;0.22555179588745192;0.5849094918124126;0.7989570999405097;21.610122331769364;24.64;13.79;8.86;12.09;
10053;4806;1201;44;506;13374;2717;2060;79.0;12.29;3.37;3.74;0.13;0.09;1.05;27.75;14.96;11.96;4.59;13.50;26.73;55.71;1.17;2243.0;2041.0;3008.0;-376.0;7247.0;1130.0;2889.0;132.8;5577.720482595842;2.149;17057.72746670459;0.6019966722129784;0.2656490185484533;0.11520388283193639;1.1671393230038143;37.006116918106024;14.96;11.96;11.26;15.35;
14195;2566;1465;234;337;15446;2279;1728;849.0;17.36;1.80;4.56;1.41;0.48;0.7;32.05;7.99;14.59;6.83;17.13;22.93;52.72;0.78;1956.0;1711.0;2847.0;-338.0;6413.0;1023.0;3114.0;1427.17;5039.795326259424;0.275;17889.693168136957;0.7452566096423018;0.2827280861398522;0.6060286401183976;0.7782048239707853;42.73917098989201;7.99;14.59;9.44;12.88;
